date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:22:49	14280/14280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c8-61376e35dca19%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
02:22:49	4634/4634	---M--	200	added ('OK')	image/svg+xml	etag:%22121a-61376e362da3b%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
02:22:49	3110/3110	---M--	200	added ('OK')	image/svg+xml	etag:%22c26-61376e3626ceb%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
02:22:49	804/804	---M--	200	added ('OK')	image/svg+xml	etag:%22324-61376e3618696%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
02:22:49	6797/6797	---M--	200	added ('OK')	image/svg+xml	etag:%221a8d-61376e362a393%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
02:22:50	2800/2800	---M--	200	added ('OK')	image/svg+xml	etag:%22af0-61376e3622a8d%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
02:22:50	4662/4662	---M--	200	added ('OK')	image/svg+xml	etag:%221236-61376e361481f%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
02:22:50	2185/2185	---M--	200	added ('OK')	image/svg+xml	etag:%22889-61376e361effe%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	(from http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
02:22:51	8073/8073	---M--	200	added ('OK')	text/css	etag:%221f89-614e9d2967cb6%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-6.css?ver=1711844353	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-6a432.css	(from http://localhost:8080/portfolio/about/)
02:22:55	20608/20608	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:22:51%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/pages/6.json	(from http://localhost:8080/portfolio/about/)
02:22:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:22:53%20GMT	http://localhost:8080/portfolio/?p=6	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/index42dc.html	(from http://localhost:8080/portfolio/about/)
02:22:55	2136/2136	---M--	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:22:53%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fabout%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed6670.json	(from http://localhost:8080/portfolio/about/)
02:22:56	170804/170804	---M--	200	added ('OK')	font/ttf	etag:%2229b34-61376dfbca57b%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/admin/fields/codevz_fields/icons/czicons.ttf	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/admin/fields/codevz_fields/icons/czicons.ttf	(from http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/admin/fields/codevz_fields/icons/czicons.css?ver=4.4.7)
02:22:56	2289/2289	---M--	200	added ('OK')	text/xml	date:Sun,%2031%20Mar%202024%2000:22:55%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fabout%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embedf1d6	(from http://localhost:8080/portfolio/about/)
02:22:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:22:56%20GMT	http://localhost:8080/portfolio/about	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/about	(from http://localhost:8080/portfolio/about/)
02:22:58	510/510	---M--	200	added ('OK')	text/css	etag:%221fe-61376dfbf7ba0%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/css/tilt.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/css/tilt946e.css	(from http://localhost:8080/portfolio/about/)
02:22:58	237/237	---M--	200	added ('OK')	text/css	etag:%22ed-61376dfc7537d%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/particles.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/particles946e.css	(from http://localhost:8080/portfolio/about/)
02:22:58	817/817	---M--	200	added ('OK')	text/css	etag:%22331-61376dfc70569%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/counter.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/counter946e.css	(from http://localhost:8080/portfolio/about/)
02:22:58	1713/1713	---M--	200	added ('OK')	text/css	etag:%226b1-61376dfc799c3%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/progress_bar.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/progress_bar946e.css	(from http://localhost:8080/portfolio/about/)
02:22:59	579/579	---M--	200	added ('OK')	application/javascript	etag:%22243-61376dfcad951%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/image.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/image946e.js	(from http://localhost:8080/portfolio/about/)
02:22:59	5617/5617	---M--	200	added ('OK')	application/javascript	etag:%2215f1-61376dfc39ae9%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/js/tilt.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/js/tilt946e.js	(from http://localhost:8080/portfolio/about/)
02:23:00	1854/1854	---M--	200	added ('OK')	application/javascript	etag:%2273e-61376dfca0a66%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/counter.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/counter946e.js	(from http://localhost:8080/portfolio/about/)
02:23:00	23053/23053	---M--	200	added ('OK')	application/javascript	etag:%225a0d-61376dfcae8ee%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/particles.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/particles946e.js	(from http://localhost:8080/portfolio/about/)
02:23:00	1932/1932	---M--	200	added ('OK')	application/javascript	etag:%2278c-61376dfcaf0bd%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/progress_bar.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/js/progress_bar946e.js	(from http://localhost:8080/portfolio/about/)
02:23:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:23:00%20GMT	http://localhost:8080/portfolio/works	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works	(from http://localhost:8080/portfolio/works/)
02:23:17	94456/94456	---MC-	200	added ('OK')	application/rss+xml	etag:%229de129f5155136ae13ff68358b43e271%22	http://localhost:8080/portfolio/works/feed/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/feed/index.html	(from http://localhost:8080/portfolio/works/)
02:24:29	529664/529664	---M--	200	added ('OK')	image/png	etag:%2281500-61394ef16ca21%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/zoko.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/zoko.png	(from http://localhost:8080/portfolio/works/)
02:25:04	219266/219266	---M--	200	added ('OK')	image/jpeg	etag:%2235882-6137eb5a509d4%22	http://localhost:8080/portfolio/wp-content/uploads/2024/02/img53.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/02/img53.jpg	(from http://localhost:8080/portfolio/works/)
02:25:25	878489/878489	---M--	200	added ('OK')	image/png	etag:%22d6799-614961256e8f0%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/ar1.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/ar1.png	(from http://localhost:8080/portfolio/works/)
02:25:41	97105/97105	---M--	200	added ('OK')	image/png	etag:%2217b51-6137ed9ea3610%22	http://localhost:8080/portfolio/wp-content/uploads/2024/02/Capturecd.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/02/Capturecd.png	(from http://localhost:8080/portfolio/works/)
02:26:06	386941/386941	---M--	200	added ('OK')	image/png	etag:%225e77d-6137ec22ba2e6%22	http://localhost:8080/portfolio/wp-content/uploads/2024/02/Captureace.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/02/Captureace.png	(from http://localhost:8080/portfolio/works/)
02:27:19	1598600/1598600	---M--	200	added ('OK')	image/png	etag:%22186488-61492018cf4c9%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/Captureaqq.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/Captureaqq.png	(from http://localhost:8080/portfolio/works/)
02:28:02	1774402/1774402	---M--	200	added ('OK')	image/png	etag:%221b1342-6138c1518a62a%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/Capturewael.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/Capturewael.png	(from http://localhost:8080/portfolio/works/)
02:28:04	279246/279246	---M--	200	added ('OK')	image/jpeg	etag:%22442ce-6137f6be6fa2f%22	http://localhost:8080/portfolio/wp-content/uploads/2019/06/img19-1.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2019/06/img19-1.jpg	(from http://localhost:8080/portfolio/works/)
02:28:28	1915/1915	---M--	200	added ('OK')	text/css	etag:%2277b-614e9d2eb0498%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-500.css?ver=1711844358	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-5007ca7.css	(from http://localhost:8080/portfolio/works/)
02:28:33	99740/99740	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:28:28%20GMT	http://localhost:8080/portfolio/works/page/2/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/page/2/index.html	(from http://localhost:8080/portfolio/works/)
02:28:34	1747/1747	---M--	200	added ('OK')	text/css	etag:%226d3-61376de7005ca%22	http://localhost:8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/css/single.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/css/single946e.css	(from http://localhost:8080/portfolio/works/nadine-gems/)
02:28:34	1480/1480	---M--	200	added ('OK')	text/css	etag:%225c8-6138aa60be5ab%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-937.css?ver=1710336072	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-937afe2.css	(from http://localhost:8080/portfolio/works/nadine-gems/)
02:28:40	9440/9440	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:28:34%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/portfolio/937	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/portfolio/937.json	(from http://localhost:8080/portfolio/works/nadine-gems/)
02:28:42	2326/2326	---M--	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:28:40%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fnadine-gems%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed3d5a.json	(from http://localhost:8080/portfolio/works/nadine-gems/)
02:28:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:28:42%20GMT	http://localhost:8080/portfolio/?p=937	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/indexd0ff.html	(from http://localhost:8080/portfolio/works/nadine-gems/)
02:28:46	2514/2514	---M--	200	added ('OK')	text/xml	date:Sun,%2031%20Mar%202024%2000:28:44%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fnadine-gems%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed4a9f	(from http://localhost:8080/portfolio/works/nadine-gems/)
02:28:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:28:46%20GMT	http://localhost:8080/portfolio/works/nadine-gems	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/nadine-gems	(from http://localhost:8080/portfolio/works/nadine-gems/)
02:28:49	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-61376e09efc4c%22	http://localhost:8080/portfolio/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.20.0	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/elementor/assets/lib/animations/animations.minc226.css	(from http://localhost:8080/portfolio/works/nadine-gems/)
02:28:49	1694/1694	---M--	200	added ('OK')	text/css	etag:%2269e-6137f90f2ac2b%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-934.css?ver=1710288473	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-934ebe6.css	(from http://localhost:8080/portfolio/works/quran-talent/)
02:28:55	13057/13057	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:28:50%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/portfolio/934	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/portfolio/934.json	(from http://localhost:8080/portfolio/works/quran-talent/)
02:28:57	2328/2328	---M--	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:28:55%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fquran-talent%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed5a81.json	(from http://localhost:8080/portfolio/works/quran-talent/)
02:28:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:28:57%20GMT	http://localhost:8080/portfolio/?p=934	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/indexb82b.html	(from http://localhost:8080/portfolio/works/quran-talent/)
02:29:02	2516/2516	---M--	200	added ('OK')	text/xml	date:Sun,%2031%20Mar%202024%2000:28:59%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fquran-talent%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed627b	(from http://localhost:8080/portfolio/works/quran-talent/)
02:29:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:29:02%20GMT	http://localhost:8080/portfolio/works/quran-talent	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/quran-talent	(from http://localhost:8080/portfolio/works/quran-talent/)
02:29:08	444465/444465	---M--	200	added ('OK')	image/png	etag:%226c831-6137f87cebaed%22	http://localhost:8080/portfolio/wp-content/uploads/2019/06/qurant.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2019/06/qurant.png	(from http://localhost:8080/portfolio/works/)
02:29:34	159119/159119	---M--	200	added ('OK')	image/jpeg	etag:%2226d8f-6137f874f87f5%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img73.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img73.jpg	(from http://localhost:8080/portfolio/works/quran-talent/)
02:29:42	235478/235478	---M--	200	added ('OK')	image/jpeg	etag:%22397d6-6137f86f0d47f%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img72.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img72.jpg	(from http://localhost:8080/portfolio/works/quran-talent/)
02:30:02	168788/168788	---M--	200	added ('OK')	image/jpeg	etag:%2229354-6137f87e4fae5%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img74.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img74.jpg	(from http://localhost:8080/portfolio/works/quran-talent/)
02:30:02	881/881	---M--	200	added ('OK')	text/css	etag:%22371-6138ad768f54c%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-945.css?ver=1710336900	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-945917e.css	(from http://localhost:8080/portfolio/works/guzel-shoes-store/)
02:30:07	10669/10669	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:30:03%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/portfolio/945	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/portfolio/945.json	(from http://localhost:8080/portfolio/works/guzel-shoes-store/)
02:30:10	2353/2353	---M--	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:30:07%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fguzel-shoes-store%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embedf2e4.json	(from http://localhost:8080/portfolio/works/guzel-shoes-store/)
02:30:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:30:10%20GMT	http://localhost:8080/portfolio/?p=945	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/index2a8d.html	(from http://localhost:8080/portfolio/works/guzel-shoes-store/)
02:30:14	212046/212046	---M--	200	added ('OK')	image/jpeg	etag:%2233c4e-6137f8862299d%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img75.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img75.jpg	(from http://localhost:8080/portfolio/works/quran-talent/)
02:30:14	2541/2541	---M--	200	added ('OK')	text/xml	date:Sun,%2031%20Mar%202024%2000:30:12%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fguzel-shoes-store%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embedce14	(from http://localhost:8080/portfolio/works/guzel-shoes-store/)
02:30:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:30:14%20GMT	http://localhost:8080/portfolio/works/guzel-shoes-store	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/guzel-shoes-store.9a.delayed	(from http://localhost:8080/portfolio/works/guzel-shoes-store/)
02:31:16	2112117/2112117	---M--	200	added ('OK')	image/png	etag:%22203a75-6137efe1077a7%22	http://localhost:8080/portfolio/wp-content/uploads/2024/02/oral2.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/02/oral2.png	(from http://localhost:8080/portfolio/works/)
02:31:33	482003/482003	---M--	200	added ('OK')	image/png	etag:%2275ad3-6138ad36d00d8%22	http://localhost:8080/portfolio/wp-content/uploads/2019/06/guzel.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2019/06/guzel.png	(from http://localhost:8080/portfolio/works/guzel-shoes-store/)
02:31:34	1694/1694	---M--	200	added ('OK')	text/css	etag:%2269e-6137faa34c38d%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-935.css?ver=1710288897	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-9357bd3.css	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:31:38	1418499/1418499	---M--	200	added ('OK')	image/png	etag:%2215a503-6137f7713fb6d%22	http://localhost:8080/portfolio/wp-content/uploads/2019/06/FireShot-Capture-002-Next-69-www.next69.online.png	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2019/06/FireShot-Capture-002-Next-69-www.next69.online.png	(from http://localhost:8080/portfolio/works/)
02:31:40	2321/2321	---M--	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:31:38%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fdoro-crypto%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embeddd7f.json	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:31:41	15789/15789	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:31:35%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/portfolio/935	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/portfolio/935.json	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:31:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:31:41%20GMT	http://localhost:8080/portfolio/?p=935	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/index3ba5.html	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:31:44	2509/2509	---M--	200	added ('OK')	text/xml	date:Sun,%2031%20Mar%202024%2000:31:41%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2Fworks%2Fdoro-crypto%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embeda53b	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:31:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Mar%202024%2000:31:43%20GMT	http://localhost:8080/portfolio/works/doro-crypto	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/doro-crypto	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:32:15	186973/186973	---M--	200	added ('OK')	image/jpeg	etag:%222da5d-6137fa3c89e8e%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img43.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img43.jpg	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:32:18	199820/199820	---M--	200	added ('OK')	image/jpeg	etag:%2230c8c-6137fa456ae89%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img44.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img44.jpg	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:32:43	171259/171259	---M--	200	added ('OK')	image/jpeg	etag:%2229cfb-6137fa4d0a8cf%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img45.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img45.jpg	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:32:55	227050/227050	---M--	200	added ('OK')	image/jpeg	etag:%22376ea-6137fa568bbca%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img46.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img46.jpg	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:33:12	179989/179989	---M--	200	added ('OK')	image/jpeg	etag:%222bf15-6137fa5d41ef5%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img47.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img47.jpg	(from http://localhost:8080/portfolio/works/doro-crypto/)
02:33:13	107601/107601	---M--	200	added ('OK')	image/jpeg	etag:%221a451-6137fa63ef39d%22	http://localhost:8080/portfolio/wp-content/uploads/2024/03/img48.jpg	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/2024/03/img48.jpg	(from http://localhost:8080/portfolio/works/doro-crypto/)
